"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Venegas-Casanova, E.A.; Albuquerque, R.D.D.G.; Cerna-Reyes, F.T.; Céspedes-Cáceres, G.K.; Rubio-López, F.R.; Rodríguez Chamorro, S.L.R.","Venegas-Casanova, Edmundo Arturo (57205337778); Albuquerque, Ricardo Diego Duarte Galhardo de (58499204400); Cerna-Reyes, Francisco Tito (59285644100); Céspedes-Cáceres, Gina Katherine (58247963000); Rubio-López, Felipe Rúben (57940056200); Rodríguez Chamorro, Shirley Lilette (59343566400)","57205337778; 58499204400; 59285644100; 58247963000; 57940056200; 59343566400","Comprehensive Review: Essential Oils Found in Africa and Asia as Green Controllers of Bemisia tabaci, a Worldwide Agronomical Pest","2024","Journal of Agricultural Sciences - Sri Lanka","19","3","","548","565","0","0","10.4038/jas.v19i3.10325","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204972747&doi=10.4038%2Fjas.v19i3.10325&partnerID=40&md5=1850f699fb97f3c9119ae0c528038105","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85204972747"
"Upton, R.; Agudelo, I.; Cabrera, Y.; Caceres, A.; Calderõn, A.; Calzada, F.; Camacho, R.; Da Costa, F.; Dobrecky, C.; Enciso, R.; Escobar, M.; Fakhary, M.; Fletcher, E.; Gao, Q.; Lock, O.; Mata, R.; Parada, M.; Perera Córdova, W.; Pombo, L.M.; Reich, E.; Sánchez, E.; Simirgiotis, M.J.; Sood, C.; Amiguet, V.T.; Villar-López, M.; Ghelman, R.; Schveitzer, M.C.; Portella, C.F.S.; Wolffenbüttel, A.; Ruppelt, B.; Frickmann, F.S.; Gavillán-Suárez, J.; Allen, K.; Alvarado, L.D.; Sarma, N.; Marles, R.; Monagas, M.; Navarro-Hoyos, M.","Upton, Roy T. (7103035972); Agudelo, Ignacio J. (35730815700); Cabrera, Yadira (59339143600); Caceres, Amando (7004298450); Calderõn, Ángela I. (7006347144); Calzada, Fernando (55989801300); Camacho, Rosa (59339459000); Da Costa, Fernando Batista (7005239237); Dobrecky, Cecilia B. (37030907100); Enciso, Roberto (59339459100); Escobar, Marcela (59219800900); Fakhary, Mina (57825486200); Fletcher, Edward (57155932300); Gao, Quanyin (59339143700); Lock, Olga (6507878206); Mata, Rachel (7006665966); Parada, Mirtha (57196756084); Perera Córdova, Wilmer H. (25822526500); Pombo, Luis M. (55178038400); Reich, Eike Ke (7101967019); Sánchez, Eric J. (57196876077); Simirgiotis, Mario Juan (6506169664); Sood, Christian (59339774800); Amiguet, Virginie Treyvaud (12766402900); Villar-López, Martha (57216977945); Ghelman, Ricardo (56296627400); Schveitzer, Mariana Cabral (39962497200); Portella, Caio Fabio Schlechta (57552203900); Wolffenbüttel, Adriana Nunes (24829567600); Ruppelt, Bettina Monika (6508166568); Frickmann, Fabiana Souza (59339299300); Gavillán-Suárez, Jannette (35242266400); Allen, Kristin (59339459200); Alvarado, Luis Diego (59339774900); Sarma, Nandakumara D. (36009479000); Marles, Robin J. (6603227011); Monagas, María J. (8504059900); Navarro-Hoyos, Mirtha (57191526701)","7103035972; 35730815700; 59339143600; 7004298450; 7006347144; 55989801300; 59339459000; 7005239237; 37030907100; 59339459100; 59219800900; 57825486200; 57155932300; 59339143700; 6507878206; 7006665966; 57196756084; 25822526500; 55178038400; 7101967019; 57196876077; 6506169664; 59339774800; 12766402900; 57216977945; 56296627400; 39962497200; 57552203900; 24829567600; 6508166568; 59339299300; 35242266400; 59339459200; 59339774900; 36009479000; 6603227011; 8504059900; 57191526701","A U.S. Pharmacopeia (USP) overview of Pan American botanicals used in dietary supplements and herbal medicines","2024","Frontiers in Pharmacology","15","","1426210","","","0","7","10.3389/fphar.2024.1426210","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204716005&doi=10.3389%2Ffphar.2024.1426210&partnerID=40&md5=5cad105298e98b9e62132374b2855db3","Review","Final","All Open Access; Gold Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85204716005"
"Rodríguez-Díaz, M.-R.; Bravo, J.; Manzano-García, J.; Martínez, J.L.; Escobar-Fica, J.; Yumrutaş, O.; Herrera, M.; Parada, M.","Rodríguez-Díaz, Maité (36946383300); Bravo, Jessica (57197013903); Manzano-García, Jessica (57204046055); Martínez, José Luis Luis (56312463700); Escobar-Fica, Jorge A. (55053543900); Yumrutaş, Önder (12140969100); Herrera, Michelle (57220158265); Parada, Mirtha (57196756084)","36946383300; 57197013903; 57204046055; 56312463700; 55053543900; 12140969100; 57220158265; 57196756084","Comparison of the Essential Oil Content of Schinus molle from Different Geographical Regions and Their Applications","2024","","","","","23","33","0","0","10.1201/9781032697598-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203985562&doi=10.1201%2F9781032697598-3&partnerID=40&md5=d263c04a03f19ad6cefdce45ff1f8199","Book chapter","Final","","Scopus","2-s2.0-85203985562"
"Torres-Taipe, A.L.; Zevallos-Crisostomo, N.M.; Sullca-Mendoza, Y.C.; Beraún-Espíritu, M.M.","Torres-Taipe, Anderson L. (58017145600); Zevallos-Crisostomo, Nikolt Mijail (58822145500); Sullca-Mendoza, Yordan Cesar (58017597500); Beraún-Espíritu, Manuel Michael (58680090000)","58017145600; 58822145500; 58017597500; 58680090000","Design and Optimization of a Citrus Essential Oil Extraction System by Steam Distillation with Automated Control in Lima, Peru","2024","","","","","142","147","0","1","10.1109/CACRE62362.2024.10635076","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203832931&doi=10.1109%2FCACRE62362.2024.10635076&partnerID=40&md5=580650eb24cd682e28fc0d2a3bb922eb","Conference paper","Final","","Scopus","2-s2.0-85203832931"
"Alcántara, H.D.; Luis, L.A.; De La Cruz-Noriega, M.; Benites, S.M.; Diaz Del Aguila, K.D.; García, D.C.; Muñoz Ganoza, E.","Alcántara, Heidhy D. (59325322800); Luis, Cabanillas Chirinos (57219296840); De La Cruz-Noriega, M. (57219297452); Benites, Santiago M. (57205741004); Diaz Del Aguila, Karen (58671792900); García, David C. (58671686600); Muñoz Ganoza, E. (59326028200)","59325322800; 57219296840; 57219297452; 57205741004; 58671792900; 58671686600; 59326028200","Antimicrobial potential of the ethanolic extract of Cadillo (Bidens pilosa Linneo.) against Salmonella typhimurium causing gastrointestinal infections; Potencial antimicrobiano del extracto etanólico de Cadillo (Bidens pilosa Linnaeus.) contra Salmonella typhimurium causante de infecciones gastrointestinales","2024","Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology","","","","","","0","0","10.18687/LACCEI2024.1.1.775","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203826451&doi=10.18687%2FLACCEI2024.1.1.775&partnerID=40&md5=8ac1f194a118b4e56ddff95f044c07d2","Conference paper","Final","","Scopus","2-s2.0-85203826451"
"Soto Romy Georgette, M.; Pachas Fuentes, P.; de la Fuente Ana Patricia, G.; Albarran Taype, A.","Soto Romy Georgette, Mendoza (59325877700); Pachas Fuentes, María Olivia (59325505400); de la Fuente Ana Patricia, Gómez (59325703600); Albarran Taype, Rossmery (58620022100)","59325877700; 59325505400; 59325703600; 58620022100","Application of digital marketing in a Peruvian company that sells alternative medicine products 2023","2024","Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology","","","","","","0","0","10.18687/LACCEI2024.1.1.532","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203788008&doi=10.18687%2FLACCEI2024.1.1.532&partnerID=40&md5=231ae2476e7736a797d57983cebbed63","Conference paper","Final","","Scopus","2-s2.0-85203788008"
"Quille-Calizaya, G.; Mamani, J.; Ticona, J.; Coloma, A.; Flores-Mamani, E.; Zaira-Churata, A.; Huanca-Rojas, F.; Huata-Panca, P.; Calsina-Ponce, W.C.; Apaza-Chino, J.","Quille-Calizaya, German (57224184028); Mamani, Juan Inquilla (57571332600); Ticona, Jorge Apaza (57571078900); Coloma, Alejandro (55257189700); Flores-Mamani, Emilio (57224201858); Zaira-Churata, Arturo (57571452300); Huanca-Rojas, Félix (57571208500); Huata-Panca, Percy (57571711100); Calsina-Ponce, Wilber César (57224190022); Apaza-Chino, Julian (59306922400)","57224184028; 57571332600; 57571078900; 55257189700; 57224201858; 57571452300; 57571208500; 57571711100; 57224190022; 59306922400","CHEMICAL COMPOSITION AND BIOACTIVE COMPONENTS OF THREE WILD ISAÑO GENOTYPES (T. TUBEROSUM SSP. SILVESTRE SPARRE); COMPOSIÇÃO QUÍMICA E COMPONENTES BIOATIVOS DE TRÊS GENÓTIPOS DE ISAÑO SELVAGEM (T. TUBEROSUM SSP. SILVESTRE SPARRE); COMPOSICIÓN QUÍMICA Y COMPONENTES BIOACTIVOS DE TRES GENOTIPOS DE ISAÑO SILVESTRE (T. TUBEROSUM SSP. SILVESTRE SPARRE)","2024","Revista de Gestao Social e Ambiental","18","9","e07680","","","0","1","10.24857/rgsa.v18n9-148","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202684560&doi=10.24857%2Frgsa.v18n9-148&partnerID=40&md5=d8abc266fd3dfffac4bf38d6464fe288","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85202684560"
"Hurtado-Huarcaya, J.","Hurtado-Huarcaya, Jose (57201999155)","57201999155","CULTURAL IMPORTANCE OF MEDICINAL PLANTS IN QUINUA DISTRICT (AYACUCHO, PERU); IMPORTANCIA CULTURAL DE LAS PLANTAS MEDICINALES EN EL DISTRITO DE QUINUA (AYACUCHO, PERÚ)","2024","Ecologia Aplicada","23","1","","33","46","0","0","10.21704/rea.v23i1.2163","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202470304&doi=10.21704%2Frea.v23i1.2163&partnerID=40&md5=5d2eba9a0f2529656a1e419251d8a3f9","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85202470304"
"Sánchez-Santillan, T.; Huaman-Vela, M.H.; Fernandez-Zarate, F.H.; Vásquez-García, J.","Sánchez-Santillan, Tito (57218690661); Huaman-Vela, María Hipólita (57353355800); Fernandez-Zarate, Franklin Hitler (57686557300); Vásquez-García, Jheiner (57925109900)","57218690661; 57353355800; 57686557300; 57925109900","Vegetative behavior of cinchona (Cinchona pubescens Vahl.) with the application of four organic bio-stimulants in a greenhouse in Peru; Comportamiento vegetativo de quina (Cinchona pubescens Vahl.) con la aplicación de cuatro bioestimulantes orgánicos en invernadero en Perú","2024","Ciencia Tecnologia Agropecuaria","25","2","","","","0","0","10.21930/rcta.vol25_num2_art:3493","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201092932&doi=10.21930%2Frcta.vol25_num2_art%3A3493&partnerID=40&md5=d552662865aa73260f9f4465557e3944","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85201092932"
"Gilardoni, G.; Sgorbini, B.; Pavarino, M.; Cumbicus Torres, N.; Romero, F.; MalagÃ²n, O.","Gilardoni, Gianluca (7801428464); Sgorbini, Barbara (8959422300); Pavarino, Marta (58642042600); Cumbicus Torres, Nixon L. (55387251900); Romero, Fernando (59257056800); MalagÃ²n, Omar (6504407012)","7801428464; 8959422300; 58642042600; 55387251900; 59257056800; 6504407012","The leaf essential oil of Ecuadorian Ophryosporus peruvianus (J.F. Gmel.) R.M. King & H. Rob: chemical composition, enantioselective analysis, and in vitro enzymatic inhibitory activity","2024","Journal of Essential Oil Research","36","6","","588","596","0","4","10.1080/10412905.2024.2389404","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201059474&doi=10.1080%2F10412905.2024.2389404&partnerID=40&md5=a86509f63b4e39c1cbb931e715dc8f09","Article","Final","","Scopus","2-s2.0-85201059474"
"Valdiviezo-Campos, J.E.; Olascuaga-Castillo, K.A.; Ruiz-Reyes, S.G.","Valdiviezo-Campos, Juan E. (57216671556); Olascuaga-Castillo, Karyn Alicia (57216670605); Ruiz-Reyes, Segundo G. (57203804789)","57216671556; 57216670605; 57203804789","Ethnobotany, total phenolic and flavonic content in the species Corymbia citriodora (Hook.) K.D. Hill & L.A.S. Johnson; ETNOBOTÁNICA, CONTENIDO TOTAL FENÓLICO Y FLAVÓNICO EN LA ESPECIE CORYMBIA CITRIODORA (HOOK.) K.D. HILL & L.A.S. JOHNSON","2024","Medicina Naturista","18","2","","5","11","0","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200776282&partnerID=40&md5=dcf1476cf43fd69522cb3fb3350bcde2","Article","Final","","Scopus","2-s2.0-85200776282"
"Pérez, A.; Alvarez-Aguirre, A.; Jeuna Díaz, R.","Pérez, Antonieta De Jesús Banda (59455311900); Alvarez-Aguirre, Alicia (56485937400); Jeuna Díaz, Rosa (60038557600)","59455311900; 56485937400; 60038557600","USE OF ANCESTRAL PLANTS DURING THE PUERPERIUM MEDIATE FROM THE NAHUA WORLDVIEW; USO DE LAS PLANTAS ANCESTRALES DURANTE EL POSPARTO MEDIATO DESDE LA COSMOVISIÓN NAHUA","2024","Medicina Naturista","18","2","","59","64","0","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200694005&partnerID=40&md5=694c45c63b27b269816b614b5e9aa821","Article","Final","","Scopus","2-s2.0-85200694005"
"","","","9th International Conference on Civil, Structural and Transportation Engineering, ICCSTE 2024","2024","International Conference on Civil, Structural and Transportation Engineering","","","","","","467","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200400815&partnerID=40&md5=eed2e250d504c6893c9a1335407cf8f7","Conference review","Final","","Scopus","2-s2.0-85200400815"
"Valdés, N.; Sandoval, S.","Valdés, Nelson Crespo (22942475700); Sandoval, Sofía (59232824600)","22942475700; 59232824600","Coping strategies used by Chilean university students to cope with the main consequences of confinement; Stratégies d’adaptation utilisées par les étudiants universitaires chiliens pour faire face aux principales conséquences de l’enfermement; Estratégias de afrontamento utilizadas por estudantes universitários chilenos para lidar com as principais consequências do confinamento; Estrategias de afrontamiento utilizadas por universitarios chilenos para afrontar las principales consecuencias del confinamiento","2024","Revista de Psicologia (Peru)","42","2","","900","938","0","0","10.18800/psico.202402.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199511695&doi=10.18800%2Fpsico.202402.009&partnerID=40&md5=5e0d96db9580e3f79c317d6b15a64776","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85199511695"
"Olascuaga-Castillo, K.A.; Castillo-Medina, O.; Villacorta-Zavaleta, M.; Díaz-Ortega, J.; Blanco-Olano, C.; Altamirano-Sarmiento, D.; Valdiviezo-Campos, J.E.","Olascuaga-Castillo, Karyn Alicia (57216670605); Castillo-Medina, Olga (58725257700); Villacorta-Zavaleta, Marleni (58725062000); Díaz-Ortega, Jorge Luis (57210260958); Blanco-Olano, Cyntia (57196030454); Altamirano-Sarmiento, Dan (58726227000); Valdiviezo-Campos, Juan E. (57216671556)","57216670605; 58725257700; 58725062000; 57210260958; 57196030454; 58726227000; 57216671556","Extraction of essential oils by hydrodistillation of four aromatic species: Conditioning, extraction conditions, yield and chemical composition","2024","Scientia Agropecuaria","15","3","","385","408","0","3","10.17268/sci.agropecu.2024.029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198699031&doi=10.17268%2Fsci.agropecu.2024.029&partnerID=40&md5=5fe44fa0e9e6f2bb562d0d8f71d949bf","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85198699031"
"Garber, P.A.; Estrada, A.; Shanee, S.; Svensson, M.S.; Arregoitia, L.V.; Nijman, V.; Shanee, N.; Gouveia, S.F.; Nekaris, K.A.I.; Chaudhary, A.; Bicca-Marques, J.C.; Hansen, M.F.","Garber, Paul Alan (7005176713); Estrada, Alejandro (7004287493); Shanee, Sam (35782599100); Svensson, Magdalena S. (35225488000); Arregoitia, Luis Darcy Verde (59202653000); Nijman, Vincent (6603777959); Shanee, Noga (46661454000); Gouveia, Sidney F. (25225110900); Nekaris, K. A.I. (6603467721); Chaudhary, Abhishek (56448098500); Bicca-Marques, Júlio César (6701796909); Hansen, Malene Friis (57214091481)","7005176713; 7004287493; 35782599100; 35225488000; 59202653000; 6603777959; 46661454000; 25225110900; 6603467721; 56448098500; 6701796909; 57214091481","Global wildlife trade and trafficking contribute to the world’s nonhuman primate conservation crisis","2024","Frontiers in Conservation Science","5","","1400613","","","0","21","10.3389/fcosc.2024.1400613","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197430256&doi=10.3389%2Ffcosc.2024.1400613&partnerID=40&md5=8c6fee337467b400e2d85bd7519419ae","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85197430256"
"del Pino Herrera, C.D.; Pinedo Solis, E.A.; Herrera-Trujillo, E.A.","del Pino Herrera, Carlos David (59198995200); Pinedo Solis, Emilio Adolfo (59197780300); Herrera-Trujillo, Emilio Antonio (59170436000)","59198995200; 59197780300; 59170436000","Adaptive Learning App for ADHD in Lima Schools","2024","Communications in Computer and Information Science","2051 CCIS","","","190","213","0","0","10.1007/978-3-031-58950-8_14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197291253&doi=10.1007%2F978-3-031-58950-8_14&partnerID=40&md5=b392b32d2312fdcf249175f07ca7180e","Conference paper","Final","","Scopus","2-s2.0-85197291253"
"Herrera-Añazco, P.; Toro-Huamanchumo, C.J.; Nuñez-Tarazona, W.; Farfan-Zapata, O.","Herrera-Añazco, Percy (55923140400); Toro-Huamanchumo, Carlos J. (57189381066); Nuñez-Tarazona, Wander (59197922100); Farfan-Zapata, Olenka (58669839500)","55923140400; 57189381066; 59197922100; 58669839500","Association between a history of comorbidities and the use of complementary and alternative medicine to prevent COVID-19; Asociación entre el antecedente de comorbilidades y el uso de medicina alternativa y complementaria para prevenir la COVID-19 en una región del norte del Perú","2024","Revista del Cuerpo Medico Hospital Nacional Almanzor Aguinaga Asenjo","17","1","","","","0","0","10.35434/rcmhnaaa.2024.171.2046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197219339&doi=10.35434%2Frcmhnaaa.2024.171.2046&partnerID=40&md5=fb4a1aedbd41abac62f4996cf32e98e1","Article","Final","","Scopus","2-s2.0-85197219339"
"Ticona, J.; Arocutipa, V.A.; Cutipa-Añamuro, G.; Calderón-Torres, A.; Chambilla-Laquiticona, A.; Maquera-Maquera, Y.","Ticona, Jorge Apaza (57571078900); Arocutipa, Vicente Alanoca (59193287000); Cutipa-Añamuro, Guillermo (58924633800); Calderón-Torres, Alfredo (59193108100); Chambilla-Laquiticona, Adolfo (59193654300); Maquera-Maquera, Yuselino (57753683100)","57571078900; 59193287000; 58924633800; 59193108100; 59193654300; 57753683100","DIAGNOSIS WITH GUINEA PIG (CAVIA PORCELLUS), AYMARA X-RAYS AND TREATMENT IN TIMES OF COVID-19","2024","Revista de Gestao Social e Ambiental","18","3","e06618","","","0","1","10.24857/rgsa.v18n3-150","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196966669&doi=10.24857%2Frgsa.v18n3-150&partnerID=40&md5=c5d76bede3a835c45a8b8348a0e3a49d","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85196966669"
